actor_id,movie_id
4529,505
4529,557
4529,687
4529,691
4529,778
4529,856
4529,882
4529,956
4529,1122
4529,1480
4529,2465
4529,3295
4529,4336
4529,5023
4529,5960
4529,6013
4529,8421
4529,37921
4529,38685
4529,38695
23491,186
23491,491
23491,24667
23491,34216
23491,34356
23491,38984
23491,39009
57664,191
57664,1009
57664,1902
10074,192
10074,238
10074,754
10074,1146
10074,1310
10348,193
10348,394
92775,194
92775,445
92775,1272
92775,1350
92775,23893
92775,24198
92775,28416
92775,35439
92775,35863
92775,39062
92775,41059
92775,41891
92775,47210
92775,62715
92776,195
92776,1015
23022,196
23022,259
23022,299
23022,325
23022,389
23022,472
23022,473
23022,486
23022,556
67804,198
67804,202
92777,200
92777,258
92777,301
92777,350
92777,399
92777,438
92777,441
92777,478
92777,493
92777,546
92777,551
92777,562
92777,636
92777,761
92777,1027
92777,1113
92777,1359
92777,1382
92777,1456
92777,1465
92777,1501
92777,1633
92777,1751
92777,1849
92777,2426
92777,2974
92777,23532
92777,24108
92777,24109
92777,24115
92777,24533
92777,24626
92777,24633
92777,28797
92777,29815
92777,34643
92777,39228
92777,39229
92777,39231
92777,39234
92777,48819
92777,54518
92777,54519
92777,54524
92778,201
92778,1286
92778,39518
92778,40100
92778,63692
92779,203
92779,205
92779,216
92779,221
92779,267
92779,398
92779,609
92779,843
92779,1310
92779,1589
92779,1623
92779,1785
92779,2510
92779,2889
92779,2927
92779,3425
92779,3724
92779,24668
92779,26416
92780,204
92780,255
92780,385
92780,1287
92780,1328
92780,1347
92780,1436
92780,2023
92780,2078
92780,2140
92780,2191
92780,2232
92780,2344
92780,2698
92780,2733
92780,2758
92780,2907
92780,2997
92780,3186
92780,3336
92780,3340
92780,3354
92780,4221
92780,4662
92780,5060
92780,5137
92780,5327
92780,5329
92780,5540
92780,5832
92780,6319
92780,6892
92780,7374
92780,25058
92780,25067
92780,25584
92780,25590
92780,26912
92780,28113
92780,28167
92780,28620
92780,32777
21722,207
21722,901
92781,207
92781,212
92781,226
92781,377
92781,402
92781,464
92781,485
92781,506
92781,534
92781,657
92781,662
92781,675
92781,762
92781,786
92781,867
92781,957
92781,1049
92781,1261
92781,1270
92781,1716
92781,1923
92781,1986
92781,2200
92781,2488
92781,2825
92781,3212
92781,3750
92781,4387
92781,4639
92781,5002
92781,5889
92782,208
92782,374
92782,517
92782,688
92782,689
92782,750
92782,872
92782,1148
92782,1239
92782,1393
92782,1447
92782,1642
92782,1749
92782,1848
92782,2140
92782,3309
92782,3312
92782,3436
92782,3987
92782,24421
92782,25658
92782,25669
92782,25732
92782,25744
92782,25746
92782,25759
92782,25761
92782,25762
92782,25765
92782,25770
92782,25774
92782,25775
92782,25776
92782,25779
92782,25781
92782,25784
92782,29219
92782,33216
92782,33218
92782,33219
92782,39065
92782,62804
92783,209
41433,210
41433,27336
92784,210
47640,214
92785,217
42169,220
42169,324
42169,336
42169,35153
42169,40691
42169,41412
16790,225
16790,340
92786,227
92786,235
92786,458
92786,565
92786,671
92786,763
92787,228
92787,229
92787,248
18681,231
39809,233
39809,288
39809,360
39809,430
39809,531
39809,536
39809,552
39809,23521
39809,38866
39809,39066
39809,39074
39809,39088
39809,39089
39809,39091
39809,39092
39809,39094
39809,39095
39809,39098
39809,39103
39809,39742
39809,40929
39809,41167
39809,42278
86638,234
86638,753
86638,1021
86638,1469
86638,1478
86638,1533
86638,1585
86638,2180
86638,2332
86638,2367
86638,2783
86638,44979
92788,237
92788,247
92788,29881
92789,241
92789,364
92789,979
92789,1102
92789,1277
92789,2323
92789,3334
92789,3346
92789,4367
92790,242
92790,291
92790,450
92790,30661
92790,30741
92790,30798
92790,30846
92790,30905
92790,30909
92790,30910
92790,30948
92790,30967
92790,30979
91155,245
91155,246
92791,247
92792,249
92793,250
92793,330
92793,528
92793,532
92793,690
92793,717
92793,1312
92793,1524
92793,1527
92793,1627
92793,1672
92793,1892
92793,2095
92793,2250
92793,2269
92793,2553
92793,2569
92793,2640
92793,2874
92793,2988
92793,3054
92793,3290
92793,3304
92793,3700
92793,34474
92793,40377
4111,253
92794,254
92795,255
92796,256
92796,937
92796,1013
92796,1165
92796,1183
92796,1188
92796,1278
92796,1365
92796,1574
92796,1765
92796,1807
92796,1814
92796,2334
92796,2588
92796,3171
92796,3407
92796,3504
92796,3588
92796,3603
92796,3706
92796,3805
92796,3884
92796,4033
92796,4097
92796,4356
92796,4561
92796,4672
92796,4828
92796,4844
92796,5195
92796,5503
92796,5817
92797,257
92798,261
92798,30701
92798,30797
92798,30933
92798,30943
92799,263
92799,24095
92799,39660
92799,39806
92799,41223
92799,41892
92799,45419
92799,56166
92799,64370
92799,64371
92799,64372
92799,64373
92799,64374
92799,64375
92800,273
92801,274
92802,278
92802,401
92802,471
92802,595
92802,27704
92802,27712
92802,27717
92802,36069
92802,52399
92802,67514
92803,280
92803,39755
92804,281
92804,35439
92804,42018
92805,283
92806,283
92807,283
92808,283
92809,283
92809,510
92809,576
92809,659
92810,283
92810,455
92810,498
92811,283
92811,661
38166,289
38166,310
38166,391
38166,406
38166,436
38166,599
38166,678
38166,696
38166,719
38166,2352
38166,2423
38166,2474
38166,2579
38166,2754
38166,2799
38166,2812
38166,3114
38166,3216
38166,3378
38166,3548
38166,3936
38166,23652
38166,24675
38166,25299
38166,25329
38166,28420
38166,30623
38166,30636
38166,30648
38166,30679
38166,30706
38166,30708
38166,30709
38166,30713
38166,30720
38166,30759
38166,30767
38166,30777
38166,30781
38166,30792
38166,30818
38166,30825
38166,30828
38166,30836
38166,30839
38166,30852
38166,30860
38166,30862
38166,30866
38166,30874
38166,30878
38166,30886
38166,30894
38166,30913
38166,30914
38166,30919
38166,30921
38166,30936
38166,30938
38166,30959
38166,30971
38166,30973
38166,30977
38166,30982
38166,30998
38166,31002
38166,35318
38166,63458
92812,298
92812,382
92812,24090
92812,24114
92813,299
92813,863
92813,2438
92814,299
92815,300
92815,314
92815,417
92816,308
92816,45840
92816,45842
92816,45843
92816,45844
92817,313
92817,327
92817,866
44048,318
44048,602
44048,804
44048,961
44048,1076
44048,1203
44048,1296
44048,1325
44048,1406
44048,1468
44048,1616
44048,1858
44048,2009
44048,2062
44048,2092
44048,2272
44048,2321
44048,2391
44048,2592
44048,2650
44048,2659
44048,2905
44048,2958
44048,2980
44048,3042
44048,3099
44048,3285
44048,3343
44048,3397
44048,3458
44048,3756
44048,3851
44048,4029
44048,4179
44048,4473
44048,6188
44048,6416
92818,320
92818,1887
92818,3001
92818,3010
92818,3081
92818,3185
92818,3592
92818,3636
92818,3643
92818,3647
92818,3659
92818,3709
92818,3721
92818,3778
92818,3858
92819,323
92819,24121
92819,24122
92819,24123
92819,24124
92819,36812
92819,40234
92819,45868
92819,45869
92819,45871
92819,45872
92819,45873
92819,51820
92819,62601
92819,62604
92819,62664
92819,65261
92819,65324
30981,328
30981,1304
30981,24515
30981,24629
30981,27724
30981,31924
92820,329
92821,329
92822,333
92822,605
92822,1376
92822,1510
92822,1725
92822,2264
92822,31811
92823,333
6033,334
6033,630
6033,24394
6033,24402
6033,24412
6033,24421
22909,335
22909,407
22909,38641
22909,38864
22909,39527
22909,39530
22909,44965
22909,45421
22909,45423
22909,51821
22909,65092
22909,65216
22909,65294
92824,337
92824,24284
92824,25738
92824,30743
92824,30778
92824,30809
92824,30812
92824,30820
92824,30824
92824,30923
92824,30928
92824,30934
92824,30935
92824,30975
92824,31006
92824,39127
92824,65323
92825,338
92825,403
92825,545
92825,630
92825,686
92825,877
92825,1019
92825,1163
92825,1289
92825,28626
92825,29480
92826,342
92826,424
92826,642
92826,24383
92826,30137
92826,30696
92826,30716
92826,30730
92826,30736
92826,30762
92826,30766
92826,30775
92826,30779
92826,30782
92826,30804
92826,30806
92826,30810
92826,30811
92826,30826
92826,30833
92826,30841
92826,30842
92826,30850
92826,30854
92826,30859
92826,30863
92826,30890
92826,30899
92826,30900
92826,30904
92826,30941
92826,30942
92826,30950
92826,30958
92826,30963
92826,30966
92826,30991
92826,45438
92826,62962
82478,342
82478,27391
82478,30683
82478,30905
82478,31014
82478,31015
82478,31016
82478,31022
82478,31023
82478,31027
82478,31028
82478,31033
82478,31034
82478,31038
82478,31042
82478,31046
82478,31049
82478,31050
82478,31051
82478,31053
82478,31054
82478,31056
82478,31060
82478,31061
82478,31064
82478,31066
82478,31073
82478,31074
82478,31078
82478,31079
82478,31082
82478,31088
82478,31093
92827,344
92827,362
92827,527
92827,594
92827,842
92827,1886
92827,3419
92827,39096
92827,39736
92827,39765
92827,39978
92827,40681
92827,40725
92827,48458
92827,48461
92827,52811
92828,345
92828,415
92828,541
92828,38558
92828,38619
92828,38645
92828,61568
69594,346
92829,347
92829,61333
92830,349
92831,352
92831,771
92831,1241
92831,24345
4496,353
4496,465
4496,497
4496,1069
4496,1082
92832,370
92832,433
92833,371
92833,697
42780,372
42780,395
42780,1348
42780,23852
42780,23927
42780,23991
42780,44629
42780,56216
42780,56962
92834,373
92834,38179
92834,40037
92834,40360
34233,380
34233,381
34233,404
34233,425
34233,435
34233,452
34233,463
34233,480
34233,487
34233,488
34233,30631
34233,30641
34233,30656
34233,30658
34233,30659
34233,30695
34233,30711
34233,30714
34233,30718
34233,30721
34233,30725
34233,30734
34233,30739
34233,30744
34233,30750
34233,30758
34233,30763
34233,30764
34233,30765
34233,30768
34233,30769
34233,30773
34233,30774
34233,30780
34233,30788
34233,30789
34233,30790
34233,30791
34233,30803
34233,30817
34233,30821
34233,30830
34233,30835
34233,30837
34233,30840
34233,30843
34233,30845
34233,30848
34233,30853
34233,30857
34233,30864
34233,30865
34233,30872
34233,30873
34233,30879
34233,30885
34233,30887
34233,30895
34233,30902
34233,30906
34233,30908
34233,30917
34233,30918
34233,30929
34233,30931
34233,30946
34233,30947
34233,30949
34233,30952
34233,30962
34233,30968
34233,30978
34233,30989
34233,30994
34233,30996
34233,31004
34233,31008
34233,56012
34233,65116
34233,66286
47133,383
47133,403
47133,30838
47133,30957
92835,386
92835,784
92835,835
92835,884
92835,1281
92835,1583
92835,2037
92835,2039
92835,2179
92835,2813
92835,2884
92835,2941
92835,3070
92835,3078
92835,3203
92835,3415
92835,4640
92836,387
92837,388
92837,27776
92837,28875
92837,28944
92837,29159
92837,32219
92837,34659
92838,389
92838,556
92838,650
92838,848
92838,1746
92838,2396
92838,2434
92839,393
92839,1452
92839,1711
92839,2526
92839,26698
92839,28865
92839,29334
8055,394
8055,525
8055,1048
8055,1675
8055,1979
8055,28674
92840,396
92840,30808
92840,30922
92840,40676
92840,40683
92840,65056
92840,65057
35313,400
35313,477
35313,504
35313,584
35313,780
35313,890
35313,1207
92841,418
92841,439
92841,522
92841,814
92841,859
92841,1062
92841,1993
92841,2276
92841,2556
92841,2566
92841,3359
92841,7613
92842,422
92843,423
92843,32122
92843,35109
92844,423
92844,38810
92844,42935
92845,427
92845,2995
92846,428
92846,28671
92847,432
56347,442
92848,444
85385,447
85385,1119
92849,447
52008,449
52008,612
52008,792
52008,927
52008,1556
52008,1631
52008,1670
52008,1835
52008,1967
52008,1992
52008,2056
52008,2057
52008,2364
52008,2424
52008,2435
52008,2557
52008,2641
52008,3321
52008,3842
52008,4723
52008,6177
52008,24036
52008,24125
52008,24135
52008,24409
52008,31036
52008,31040
52008,31600
52008,34732
52008,35231
52008,39021
52008,39099
52008,39100
52008,39101
52008,39102
52008,39125
52008,39417
52008,51822
52008,52400
52008,56597
52008,62383
52008,65083
92850,450
92850,580
92850,1772
92850,2316
92850,2626
92850,2845
92850,3063
92850,3409
92850,3712
92850,3899
92850,4327
92850,4397
92850,4835
10144,451
10144,575
92851,453
92851,30621
92851,31019
92851,31021
92851,31031
92851,31045
92851,31058
92851,31059
92851,31076
92851,31083
92851,31094
92851,65368
92852,456
92852,1213
92852,24103
92852,24174
92852,39490
92852,44054
92852,44383
92852,44394
92853,458
92853,1036
92854,459
92855,459
92855,64421
92856,460
92857,466
92857,564
92858,467
4800,469
92859,479
21969,482
21969,27403
21969,28618
21969,44339
92860,483
92860,2535
92860,30883
92860,30984
92861,492
92861,524
92861,668
92861,731
92861,857
92861,922
92861,967
92861,994
92861,1046
92861,1078
92861,1135
92861,1150
92861,1421
92862,494
92863,500
92863,503
92863,555
92863,590
92863,598
92863,600
92863,626
92863,1786
92863,2367
92863,2968
92863,3021
92863,3355
493,501
493,583
493,742
493,764
493,958
493,964
493,1220
493,1271
493,1322
493,1814
92864,507
92865,508
92865,529
92865,980
92866,515
92866,554
92866,645
92866,655
92866,699
92866,736
92866,919
92866,920
92866,999
92866,1199
92866,1266
92866,1515
92866,1729
92866,2061
92866,2410
92866,2790
92866,3372
92866,3534
92866,3730
92866,3848
92866,4001
92866,4040
92866,4106
92866,4148
92866,4504
92866,4975
92866,5066
92866,5126
92866,5381
92866,5633
92866,5743
92866,5916
92866,6353
92866,6795
9349,517
9349,33221
92867,518
92867,718
92867,865
92867,928
92868,519
92868,1401
92868,1542
92868,1717
92868,1964
92868,2205
92868,2645
92868,3077
92868,4161
92868,5943
92869,523
92869,679
92869,790
92869,975
92869,1167
92869,1240
92869,1319
92869,1412
92869,1426
92869,1854
92869,2406
92869,3086
92869,31191
92869,39024
92869,39159
92869,39213
92869,39215
92869,39224
92870,525
8481,535
8481,1514
8481,1596
8481,1612
8481,1801
8481,1817
8481,2012
8481,2301
8481,2503
8481,24022
8481,24142
8481,24169
8481,24311
8481,25738
8481,39338
8481,39341
8481,40033
8481,40045
8481,40287
8481,40703
92871,539
92871,30760
92871,33217
92871,33221
92871,33222
92871,39065
92871,39075
92872,540
92872,585
92872,1137
92872,1172
92872,1331
92872,2214
92873,542
92874,543
92874,914
92874,2083
92874,3024
92874,4119
92874,5078
92874,24977
92874,28354
92874,28977
92875,544
92875,23846
92876,547
92876,574
92876,746
92876,1173
92876,1740
92876,3922
92876,5646
92876,7643
92877,550
92878,559
92879,560
92880,563
92880,581
92880,42618
92881,567
92881,623
92881,26311
92881,28355
92881,28654
92881,28812
92881,29147
92882,568
92883,569
92883,733
92883,823
92883,840
92883,1271
92883,1649
92883,1821
92883,2531
92884,571
92884,1969
92884,2239
92884,25738
92884,38989
92884,39002
92884,40857
92714,572
92714,1285
92714,1314
92714,1362
92714,1424
92714,1555
92714,2026
92714,2259
92714,2304
92714,2669
92714,3124
92714,3787
92714,4192
92885,573
92885,712
92885,729
92885,1142
92885,1250
92885,1485
92885,2210
92886,577
92886,621
92886,1292
92886,1389
71956,578
71956,23549
4180,579
4180,624
4180,628
4180,643
4180,667
4180,680
4180,683
4180,684
4180,703
4180,705
4180,724
4180,730
4180,732
4180,737
4180,745
4180,769
4180,815
4180,850
4180,855
4180,868
4180,916
4180,931
4180,955
4180,972
4180,977
4180,1021
4180,1038
4180,1114
4180,1201
4180,1336
4180,3090
4180,8001
25067,579
25067,624
25067,628
25067,643
25067,667
25067,683
25067,684
25067,703
25067,705
25067,730
25067,732
25067,737
25067,745
25067,769
25067,815
25067,820
25067,850
25067,868
25067,911
25067,1053
25067,1080
25067,1217
25067,2104
25067,2198
25067,3247
25067,3348
25067,3549
25067,4016
92887,584
92888,586
92888,796
92888,1329
92888,1539
92888,2154
92888,2300
6297,588
6297,32540
92889,589
92889,695
92889,756
92889,1722
92889,24134
92889,24425
92889,27716
92889,27742
92889,32075
92889,39727
92889,64236
92890,592
92891,593
92891,727
92891,773
92891,781
92891,893
92891,909
92891,985
92891,1010
92891,1085
92891,1139
92891,1564
92892,596
92892,1380
92892,1506
92892,1517
92892,1569
92892,1584
92892,1691
92892,1809
92892,1812
92892,1956
92892,2014
92892,2732
92892,2863
92892,3083
92892,3273
92892,23611
92892,24232
92892,24395
92892,28831
92892,30060
92892,31703
92892,31752
92892,36001
92892,36040
92892,41134
92893,597
92894,598
92894,1235
92894,3264
92894,4683
92895,601
92895,673
92895,1237
92895,2637
92895,2975
92895,3166
92895,3266
92895,3328
92895,4621
92895,24093
92895,24419
92895,25021
92895,25181
92895,25953
92895,26713
92895,28996
92895,29254
92895,29261
92895,29273
35949,603
35949,25774
35949,33220
35949,39059
35949,52655
29312,604
29312,696
29312,713
29312,765
29312,895
29312,1245
29312,1375
29312,1384
29312,1405
29312,1444
29312,1459
29312,1513
29312,1648
29312,1662
29312,1874
29312,1904
29312,1939
29312,1958
29312,2040
29312,2218
29312,2226
29312,2325
29312,2349
29312,2400
29312,2473
29312,2513
29312,2723
29312,2793
29312,2962
29312,2984
29312,3132
29312,3155
29312,3377
29312,3416
29312,3430
29312,3480
29312,3697
29312,3830
29312,4014
29312,4077
29312,6246
29312,6280
29312,24382
29312,30678
29312,40860
92896,606
92896,788
92896,1192
92896,1334
92896,31408
92896,31416
92897,608
92898,609
92898,932
92898,952
92898,988
92898,1124
92898,1228
92898,1353
92898,1361
92898,1505
92898,1541
92898,1660
92898,1718
92898,1877
92898,1981
92898,2170
92898,2420
92898,2572
92898,2609
92898,3102
92898,3165
92898,3853
92898,4006
92898,4039
92898,4260
92898,4379
92899,610
92899,35311
92899,35403
92899,35864
92899,35917
92899,35918
92900,611
92900,738
92900,774
92900,813
92900,875
92900,881
92900,1160
92900,1258
92900,1438
92900,1773
92900,2287
92900,2558
92900,2785
92900,3176
92900,4056
92901,613
92901,714
92901,725
92901,939
92901,979
92901,1024
92901,1131
92901,1168
92901,1214
92901,1429
92901,1451
8758,614
92902,615
92902,30707
92902,30940
92902,30995
92902,63676
92902,65489
92902,65498
92903,616
92904,617
92904,629
17823,618
17823,916
17823,951
17823,1123
92905,619
92905,871
92905,1104
92905,1351
92905,1700
92905,1763
92905,1944
92905,2136
92905,2311
92905,2605
92905,2645
92905,2749
92905,2871
92905,2976
92905,3075
92905,3227
92905,3478
92905,3783
92905,4455
92906,622
92906,743
92906,747
92906,982
92906,1014
92906,1284
92906,2164
92907,625
91027,625
92908,626
92908,663
92908,700
92908,710
92908,734
92908,749
92908,861
92908,880
92908,896
92908,953
92909,627
92910,631
92910,30700
92910,30717
92910,30746
